time,wheel freq,motor current,motor rpm,motor torque,bamocar dc voltage,pack current,pack voltage,tractive voltage,left thermistor,right thermistor,middle thermistor,motor temperature,igbt temperature,pack power,real torque
0.0,0.0,,,,,,,,14.513003573786785,10.577063116040469,11.086420116454695,,,,
0.00046000000000001595,0.0,,,,,,,,14.435453633300062,10.58998810612159,11.086420116454695,,,,
0.0041200000000000125,0.0,,,,,,,,13.818425845949196,10.692826070680065,11.086420116454695,,,,
0.008230000000000015,0.0,,,,,,,,14.073108112642553,11.063271292013017,11.526323110571408,,,,
0.012350000000000028,0.0,,,,,,,,14.443549567489264,10.46130016140087,10.8548942071755,,,,
0.01647000000000004,0.0,,,,,,,,14.21202365821007,10.623368297896306,11.202186837580534,,,,
0.017490000000000006,0.0,0.0,1.0,0.0,0.0,,,,14.269343179439383,10.617636345773375,11.162062240240411,16.623400000000004,22.394898884118447,,0.0
0.020589999999999997,0.0,0.0,1.0,0.0,0.0,,,,14.443549567489264,10.600215706968386,11.040114934598856,16.65911005659556,22.37708388500979,,0.0
0.023430000000000006,0.0,0.0,1.0,0.0,0.0,,,,14.124358508094646,10.69597302478677,11.10395314647778,16.691825076186326,22.360763047116695,,0.0
0.02471000000000001,0.0,0.0,1.0,0.0,0.0,,,,13.980497748930876,10.739131252535902,11.132725298310534,16.706569873748364,22.35340717651699,,0.0
0.028820000000000012,0.0,0.0,1.0,0.0,0.0,,,,13.980497748930876,10.8548942071755,11.38740756500389,16.753914497170214,22.32978793576325,,0.0
0.032940000000000025,0.0,0.0,1.0,0.0,0.0,,,,14.18886730079591,10.947504570887178,11.456861571301408,16.801374314323017,22.306111227270453,,0.0
0.03706000000000004,0.0,0.0,1.0,0.0,0.0,,,,14.304634021921748,10.715978661607982,11.132725298310534,16.84883413147582,22.282434518777656,,0.0
0.040459999999999996,0.0,0.0,1.0,0.0,0.0,,,,14.496163971203805,10.60106069203875,11.132725298310534,16.887999999999977,22.26289548749719,,0.0
0.04117000000000004,0.0,0.0,1.0,0.0,0.0,,,,14.536159931200944,10.577063116040469,11.132725298310534,16.887999999999977,22.264256491656333,,0.0
0.04530000000000001,0.0,0.0,1.0,0.0,0.0,,,,14.559308755642622,10.39184238861711,10.80858902531966,16.887999999999977,22.27217331866657,,0.0
0.0464,0.0,0.0,1.0,0.0,0.0,,,,14.466361405964811,10.509576975087551,10.944913283338066,16.887999999999977,22.274281916659614,,0.0
0.04941000000000001,0.0,0.0,1.0,0.0,0.0,,,,14.21202365821007,10.83174161624758,11.31794602573389,16.887999999999977,22.280051807531482,,0.0
