,time,wheel freq,motor current,motor rpm,motor torque,bamocar dc voltage,pack current,pack voltage,tractive voltage,left thermistor,right thermistor,middle thermistor,motor temperature,igbt temperature,pack power,real torque,motor power (w),controller efficiency
29840,63.44203,45.09963607788086,74.0,172.0,8184.315789473682,495.1578947368421,2.7127259765477025,525.9819398981978,524.0772689717363,26.726624454081307,25.836608863552577,25.61411220535093,20.3467,22.142228235851096,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29841,63.44434,45.09963607788086,74.0,172.0,8180.698564593309,495.2583732057414,2.731808186156768,526.0155722926338,524.0436365773003,27.47696606507316,25.30808003558593,25.0830737564527,20.3467,22.149615427811234,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29842,63.44614,45.09963607788086,74.0,172.0,8177.879947803395,495.3366681165724,2.74667744039766,526.0417793532333,524.0174295167008,28.0616478398744,24.89623939041543,24.669277562504327,20.3467,22.15537168128669,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29843,63.45026,45.09963607788086,74.0,172.0,8171.428447150937,495.5158764680296,2.780711511215648,526.1017644030501,523.957444466884,27.66114806356701,24.9935162805878,24.73412530612102,20.3467,22.16854710590828,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29844,63.45438,45.09963607788086,74.0,172.0,8164.976946498479,495.6950848194867,2.814745582033636,526.1617494528667,523.8974594170674,27.082630690292795,26.593129354932536,26.32612467777392,20.3467,22.18172253052986,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29845,63.4585,45.09963607788086,74.0,172.0,8158.525445846021,495.8742931709439,2.848779652851624,526.2217345026835,523.8374743672506,27.30514182735552,25.56960418639396,25.302599509235343,20.3467,22.194897955151447,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29846,63.45883,45.09963607788086,74.0,172.0,8158.008699434541,495.88864723792943,2.851505682795768,526.22653913046,523.8326697394741,27.27655738503211,25.630346707599355,25.34547617272046,20.3467,22.195953268288605,1317.537960363661,45.14,813.052556329448,0.6170999096716976
29847,63.45892,45.09963607788086,74.0,172.0,8157.867768595045,495.89256198347096,2.8522491455078125,526.22784948349,523.8313593864441,27.26876162803476,25.6469128497464,25.357169808216483,20.3467,22.196241080962377,1494.097547200181,45.14,813.052556329448,0.5441763543839847
29848,63.46139,45.09963607788086,74.0,172.0,8154.0,496.0,2.8728129797755138,526.2520113108703,523.8676031443409,27.054811408218736,26.10156141755944,25.678095137940517,20.3467,22.20413993989814,1494.097547200181,45.14,813.052556329448,0.5441763543839847
29849,63.46261,45.09963607788086,74.0,173.80426272291774,8155.910395824266,496.0,2.882970015324703,526.2639454928152,523.8855049194964,26.949135591144028,26.32612467777392,25.836608863552577,20.3467,22.20413993989814,1494.097547200181,45.14,821.5813959757166,0.5498847096799632
29850,63.46673,45.09963607788086,74.0,179.8973466724615,8162.361896476724,496.0,2.917270823900757,526.3042478121702,523.9459600946117,27.705641603662908,25.61411220535093,25.213597950182468,20.3467,22.20413993989814,1494.097547200181,45.14,850.3837069123823,0.5691621062533254
29851,63.46733,45.26053056439111,74.0,180.78468899520848,8163.301435406691,496.0,2.922266087285607,526.3101170819792,523.9547642463275,27.60195046690253,25.750205768062926,25.38857779775161,20.3467,22.20413993989814,1494.097547200181,45.14,854.5782182138284,0.5719694941038084
29852,63.47085,46.20444488525391,74.0,185.9904306220053,8168.813397129182,496.0,2.951571632476811,526.3445501315252,524.006415269727,26.993629131239924,26.54862133597556,26.41512623682679,20.3467,22.20413993989814,1494.097547200181,45.14,879.186017849048,0.5884395028266877
29853,63.47496,46.20444488525391,74.0,192.0687255328424,8175.24923879948,496.0,2.98578918666315,526.3847546297168,524.0667237089804,26.637622895028432,25.836608863552577,25.56960418639396,20.3467,22.20413993989814,1494.097547200181,45.14,907.9184202640502,0.6076701096025601
29854,63.47908,46.20444488525391,74.0,198.16180948237567,8181.700739451927,496.0,3.020089995239145,526.4250569490717,524.1271788840955,26.504127795879665,25.03559483207672,24.701696159565348,20.3467,22.20413993989814,1494.097547200181,45.14,936.7207312006663,0.6269475061758891
29855,63.48046,46.20444488525391,74.0,200.2026968247052,8183.861678990865,496.0,3.031579101024365,526.4385562696324,524.147428433042,26.742617410429883,25.378426077850463,25.111648024371373,20.3467,22.20413993989814,1494.097547200181,45.14,946.3681071940467,0.6334044982320363
29856,63.48079,46.20444488525391,74.0,200.6907351022145,8184.378425402345,496.0,3.034326495886024,526.4417843680274,524.1522707164856,26.799647535647907,25.460407462708677,25.209679992041508,20.3467,22.20413993989814,1494.097547200181,45.14,948.6750884098348,0.634948561549797
29857,63.48112,46.20444488525391,74.0,201.1787733797237,8184.895171813825,496.0,3.037073890747682,526.4450124664222,524.1571129999294,26.85667766086593,25.542388847566883,25.307711959711643,20.3467,22.20413993989814,1494.097547200181,45.14,950.9820696256226,0.6364926248675575
29858,63.48145,46.20444488525391,74.0,201.66681165724344,8185.411918225316,496.0,3.0398212856094005,526.4482405648172,524.1619552833731,26.913707786085183,25.624370232426852,25.405743927383888,20.3467,22.20413993989814,1494.097547200181,45.14,953.2890508414598,0.6380366881853511
29859,63.4832,46.20444488525391,74.0,204.25489343191944,8188.152240104385,496.0,3.0543908038151986,526.4653592684267,524.1876340592108,27.216140268302645,26.05912000061529,25.92561042260545,20.3467,22.20413993989814,1494.097547200181,45.14,965.5230421373319,0.6462249027492514
29860,63.48438,46.20444488525391,74.0,206.0,8190.0,496.0,3.064214821805469,526.4769021657178,524.2049488909187,27.30535577712834,25.73534992122069,25.54721403610215,20.3467,22.20413993989814,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29861,63.48732,46.20444488525391,74.12782608695633,206.0,8205.722608695629,496.0,3.0886916123912527,526.5056615877817,524.2480892343261,27.52763848555716,24.928668536971102,24.60442981888763,20.344284086956524,22.20977345352112,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29862,63.49032,46.20444488525391,74.25826086956506,206.0,8221.766086956502,496.0,3.1136679293155627,526.5350079368266,524.2921099929052,26.68309814418038,25.493957024147694,25.081565694983365,20.34181886956522,22.215521936809875,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29863,63.49143,46.20444488525391,74.30652173913046,206.0,8227.702173913047,496.0,3.122909166577592,526.5458660859732,524.3083976735796,26.37061821786981,25.70311376440381,25.258105969139443,20.340906739130432,22.21764887562672,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29864,63.49555,46.20444488525391,74.48565217391312,206.0,8249.735217391313,496.0,3.1572099751536458,526.5861684053283,524.3688528486949,27.216140268302645,25.16910441008657,24.798973049737715,20.337521173913043,22.225543459343285,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29865,63.49965,46.20444488525391,74.66391304347842,206.0,8271.661304347845,496.0,3.1913442749502106,526.6262750823563,524.4290145520863,27.134322691594853,25.70091200360531,25.34376562284461,20.33415204347826,22.233399719837927,1494.097547200181,45.14,973.772247696897,0.6517460988552375
29866,63.49975,46.20444488525391,74.6682608695652,206.0,8272.196086956521,496.0,3.192176818847656,526.6272532939911,524.4304819107056,27.13232714094352,25.713882920519907,25.35705324657842,20.334069869565216,22.233591335947544,1674.0748274524594,45.14,973.772247696897,0.581677850791619
29867,63.50001,46.20444488525391,74.67956521739148,206.0,8273.586521739153,496.0,3.2042421062033144,526.6235006595341,524.4267292762486,27.12713870924977,25.747607304499702,25.39160106828821,20.3338562173913,22.234089537832578,1674.0748274524594,45.14,973.772247696897,0.581677850791619
29868,63.50378,46.20444488525391,74.84347826086959,206.0,8293.74782608696,496.0,3.3791887728572303,526.5690874599084,524.3723160766228,27.12713870924977,26.237123118721044,25.92561042260545,20.330758260869565,22.241313465165444,1674.0748274524594,45.14,973.772247696897,0.581677850791619
